,City,Date,Card Type,Exp Type,Gender,Amount,Country,Month,Year,Month_Year
4187,Ahmedabad,27,Silver,Bills,F,237244, India,Dec,2014,Dec 2014
4188,Ahmedabad,6,Gold,Entertainment,F,17453, India,Mar,2015,Mar 2015
4189,Delhi,7,Silver,Entertainment,F,11541, India,Feb,2014,Feb 2014
4190,Delhi,22,Gold,Grocery,M,118773, India,Sep,2014,Sep 2014
4191,Delhi,29,Silver,Grocery,M,40804, India,Dec,2014,Dec 2014
4192,Ahmedabad,14,Platinum,Bills,F,110138, India,Nov,2014,Nov 2014
4193,Bengaluru,9,Gold,Food,M,85018, India,May,2015,May 2015
4194,Bengaluru,22,Signature,Entertainment,M,109896, India,Nov,2013,Nov 2013
4195,Greater Mumbai,8,Gold,Entertainment,F,221768, India,Jan,2014,Jan 2014
4196,Ahmedabad,1,Silver,Bills,M,226969, India,Jun,2014,Jun 2014
4197,Delhi,5,Silver,Entertainment,F,278718, India,Dec,2013,Dec 2013
4198,Greater Mumbai,19,Silver,Fuel,F,270760, India,Oct,2013,Oct 2013
4199,Bengaluru,16,Gold,Grocery,M,15340, India,Aug,2014,Aug 2014
4200,Delhi,7,Platinum,Grocery,F,226208, India,Jan,2014,Jan 2014
4201,Delhi,7,Silver,Entertainment,M,166765, India,Jan,2014,Jan 2014
4202,Bengaluru,20,Gold,Fuel,F,100160, India,Jan,2014,Jan 2014
4203,Delhi,23,Silver,Food,F,96891, India,Feb,2015,Feb 2015
4204,Ahmedabad,23,Platinum,Entertainment,F,290201, India,Aug,2014,Aug 2014
4205,Greater Mumbai,30,Silver,Fuel,F,208597, India,Nov,2014,Nov 2014
4206,Delhi,21,Platinum,Grocery,F,265567, India,Jun,2014,Jun 2014
4207,Greater Mumbai,18,Silver,Entertainment,F,203407, India,Aug,2014,Aug 2014
4208,Delhi,21,Signature,Food,F,143972, India,Oct,2013,Oct 2013
4209,Bengaluru,29,Silver,Entertainment,M,5373, India,Jul,2014,Jul 2014
4210,Delhi,24,Gold,Entertainment,F,59825, India,Jan,2015,Jan 2015
4211,Delhi,13,Silver,Bills,F,136014, India,Aug,2014,Aug 2014
4212,Ahmedabad,31,Silver,Fuel,F,177272, India,May,2014,May 2014
4213,Greater Mumbai,25,Platinum,Entertainment,M,159020, India,May,2014,May 2014
4214,Ahmedabad,1,Gold,Food,M,220797, India,Dec,2014,Dec 2014
4215,Bengaluru,19,Signature,Grocery,F,232986, India,Apr,2014,Apr 2014
4216,Delhi,13,Silver,Fuel,M,99901, India,Feb,2015,Feb 2015
4217,Ahmedabad,28,Silver,Grocery,F,187319, India,Jul,2014,Jul 2014
4218,Greater Mumbai,9,Silver,Bills,F,34856, India,Dec,2013,Dec 2013
4219,Ahmedabad,25,Gold,Entertainment,F,53784, India,May,2014,May 2014
4220,Greater Mumbai,27,Silver,Grocery,M,87432, India,Feb,2014,Feb 2014
4221,Greater Mumbai,10,Silver,Fuel,F,244726, India,Oct,2013,Oct 2013
4222,Delhi,25,Gold,Grocery,M,180879, India,Feb,2015,Feb 2015
4223,Ahmedabad,25,Gold,Food,M,143599, India,May,2015,May 2015
4224,Ahmedabad,1,Silver,Fuel,F,140813, India,May,2014,May 2014
4225,Greater Mumbai,17,Silver,Food,F,105753, India,May,2015,May 2015
4226,Ahmedabad,22,Silver,Fuel,M,57121, India,Dec,2013,Dec 2013
4227,Bengaluru,25,Silver,Entertainment,M,135281, India,Apr,2014,Apr 2014
4228,Ahmedabad,24,Platinum,Entertainment,M,239899, India,Apr,2014,Apr 2014
4229,Bengaluru,29,Platinum,Fuel,F,239058, India,Jan,2015,Jan 2015
4230,Ahmedabad,30,Gold,Bills,M,178834, India,Dec,2013,Dec 2013
4231,Greater Mumbai,15,Gold,Bills,M,223002, India,Mar,2015,Mar 2015
4232,Bengaluru,12,Signature,Grocery,F,190420, India,May,2015,May 2015
4233,Delhi,8,Gold,Entertainment,F,170075, India,Oct,2014,Oct 2014
4234,Bengaluru,21,Signature,Fuel,M,116024, India,Apr,2014,Apr 2014
4235,Delhi,14,Gold,Food,F,206341, India,Mar,2014,Mar 2014
4236,Greater Mumbai,12,Gold,Fuel,F,244904, India,Mar,2014,Mar 2014
4237,Bengaluru,5,Platinum,Grocery,M,75550, India,Jun,2014,Jun 2014
4238,Delhi,26,Silver,Grocery,F,291926, India,Feb,2015,Feb 2015
4239,Ahmedabad,27,Gold,Food,F,251297, India,May,2014,May 2014
4240,Greater Mumbai,9,Silver,Entertainment,M,150453, India,Mar,2015,Mar 2015
4241,Bengaluru,21,Platinum,Entertainment,F,121630, India,Aug,2014,Aug 2014
4242,Delhi,11,Gold,Food,F,49153, India,Oct,2013,Oct 2013
4243,Ahmedabad,17,Silver,Grocery,F,25547, India,Feb,2015,Feb 2015
4244,Delhi,25,Silver,Grocery,M,247715, India,Oct,2013,Oct 2013
4245,Delhi,12,Gold,Food,M,283925, India,Mar,2015,Mar 2015
4246,Delhi,12,Signature,Food,F,281324, India,May,2014,May 2014
4247,Ahmedabad,7,Gold,Food,F,172369, India,Oct,2014,Oct 2014
4248,Bengaluru,27,Platinum,Entertainment,M,6969, India,Nov,2013,Nov 2013
4249,Greater Mumbai,9,Signature,Grocery,M,107396, India,Aug,2014,Aug 2014
4250,Bengaluru,7,Signature,Bills,M,298247, India,Oct,2014,Oct 2014
4251,Ahmedabad,28,Platinum,Grocery,F,232599, India,Dec,2014,Dec 2014
4252,Bengaluru,14,Silver,Food,M,266944, India,Mar,2015,Mar 2015
4253,Ahmedabad,10,Platinum,Fuel,F,55968, India,Nov,2013,Nov 2013
4254,Ahmedabad,27,Gold,Food,F,3832, India,May,2014,May 2014
4255,Bengaluru,14,Silver,Grocery,M,231483, India,Dec,2013,Dec 2013
4256,Bengaluru,23,Gold,Food,F,102706, India,Mar,2014,Mar 2014
4257,Greater Mumbai,18,Gold,Grocery,F,272277, India,Jun,2014,Jun 2014
4258,Bengaluru,10,Platinum,Food,M,3769, India,Nov,2013,Nov 2013
4259,Greater Mumbai,15,Platinum,Bills,M,67673, India,Apr,2014,Apr 2014
4260,Ahmedabad,24,Platinum,Bills,M,148125, India,May,2014,May 2014
4261,Bengaluru,27,Signature,Grocery,F,229442, India,Nov,2014,Nov 2014
4262,Greater Mumbai,15,Signature,Fuel,M,106585, India,May,2015,May 2015
4263,Delhi,18,Silver,Fuel,M,208933, India,Feb,2014,Feb 2014
4264,Bengaluru,7,Signature,Bills,M,94789, India,May,2014,May 2014
4265,Ahmedabad,18,Signature,Fuel,F,105041, India,Feb,2015,Feb 2015
4266,Bengaluru,28,Platinum,Grocery,M,115229, India,Jan,2014,Jan 2014
4267,Greater Mumbai,28,Gold,Bills,F,111084, India,Mar,2014,Mar 2014
4268,Delhi,1,Signature,Fuel,M,251018, India,Mar,2015,Mar 2015
4269,Bengaluru,16,Gold,Bills,F,233507, India,Jan,2015,Jan 2015
4270,Delhi,7,Signature,Grocery,M,175241, India,Feb,2014,Feb 2014
4271,Bengaluru,13,Silver,Bills,F,80459, India,Oct,2013,Oct 2013
4272,Delhi,22,Signature,Entertainment,F,205139, India,Apr,2014,Apr 2014
4273,Ahmedabad,8,Silver,Food,F,163989, India,Apr,2014,Apr 2014
4274,Greater Mumbai,18,Signature,Bills,F,69214, India,Apr,2014,Apr 2014
4275,Greater Mumbai,20,Silver,Food,F,5569, India,Nov,2014,Nov 2014
4276,Ahmedabad,23,Signature,Bills,F,157162, India,Jun,2014,Jun 2014
4277,Delhi,8,Platinum,Entertainment,F,169250, India,Apr,2014,Apr 2014
4278,Greater Mumbai,5,Silver,Grocery,F,287463, India,Jan,2015,Jan 2015
4279,Greater Mumbai,10,Gold,Entertainment,F,220933, India,Jan,2014,Jan 2014
4280,Bengaluru,26,Platinum,Grocery,M,16981, India,May,2015,May 2015
4281,Delhi,16,Silver,Food,M,65058, India,Feb,2015,Feb 2015
4282,Bengaluru,26,Silver,Bills,F,180351, India,Sep,2014,Sep 2014
4283,Delhi,31,Platinum,Fuel,M,73029, India,Mar,2014,Mar 2014
4284,Delhi,11,Platinum,Grocery,F,176845, India,Feb,2015,Feb 2015
4285,Greater Mumbai,3,Platinum,Bills,M,189254, India,May,2015,May 2015
4286,Greater Mumbai,20,Silver,Grocery,F,24818, India,Jan,2014,Jan 2014
4287,Delhi,19,Gold,Food,M,103265, India,Jan,2015,Jan 2015
4288,Greater Mumbai,30,Gold,Grocery,M,92870, India,Apr,2014,Apr 2014
4289,Delhi,20,Gold,Bills,M,96736, India,Nov,2013,Nov 2013
4290,Delhi,18,Signature,Fuel,M,1678, India,May,2015,May 2015
4291,Delhi,25,Signature,Food,F,82236, India,Mar,2015,Mar 2015
4292,Greater Mumbai,20,Silver,Fuel,F,267884, India,Oct,2013,Oct 2013
4293,Greater Mumbai,27,Silver,Entertainment,M,181120, India,Mar,2014,Mar 2014
4294,Bengaluru,10,Signature,Entertainment,M,52713, India,Oct,2014,Oct 2014
4295,Delhi,8,Gold,Bills,F,108664, India,May,2014,May 2014
4296,Delhi,6,Gold,Bills,F,212667, India,Jan,2015,Jan 2015
4297,Greater Mumbai,25,Silver,Fuel,F,120871, India,May,2014,May 2014
4298,Greater Mumbai,2,Signature,Fuel,F,204052, India,Jan,2014,Jan 2014
4299,Greater Mumbai,22,Gold,Grocery,F,121304, India,Jan,2015,Jan 2015
4300,Greater Mumbai,30,Platinum,Bills,M,292254, India,Oct,2013,Oct 2013
4301,Ahmedabad,19,Platinum,Entertainment,M,153381, India,Mar,2014,Mar 2014
4302,Bengaluru,13,Platinum,Entertainment,M,135802, India,Nov,2013,Nov 2013
4303,Bengaluru,26,Silver,Fuel,M,166095, India,Jan,2014,Jan 2014
4304,Bengaluru,18,Silver,Entertainment,F,229171, India,Apr,2015,Apr 2015
4305,Bengaluru,1,Platinum,Bills,F,174903, India,Apr,2014,Apr 2014
4306,Delhi,17,Platinum,Grocery,M,271025, India,Feb,2015,Feb 2015
4307,Bengaluru,25,Silver,Fuel,M,97640, India,May,2014,May 2014
4308,Bengaluru,4,Platinum,Fuel,F,15705, India,Jul,2014,Jul 2014
4309,Bengaluru,5,Gold,Fuel,M,11843, India,Feb,2015,Feb 2015
4310,Greater Mumbai,13,Silver,Fuel,F,185757, India,May,2015,May 2015
4311,Ahmedabad,27,Silver,Grocery,M,114368, India,Mar,2015,Mar 2015
4312,Delhi,18,Signature,Food,M,122640, India,Feb,2015,Feb 2015
4313,Bengaluru,17,Silver,Food,M,66140, India,Jun,2014,Jun 2014
4314,Ahmedabad,13,Gold,Entertainment,F,229405, India,Nov,2014,Nov 2014
4315,Ahmedabad,29,Platinum,Bills,F,138144, India,Nov,2014,Nov 2014
4316,Delhi,6,Silver,Bills,M,19898, India,May,2015,May 2015
4317,Bengaluru,6,Signature,Food,M,173112, India,Nov,2014,Nov 2014
4318,Ahmedabad,17,Signature,Grocery,M,230915, India,Oct,2014,Oct 2014
4319,Greater Mumbai,7,Silver,Fuel,F,249834, India,May,2015,May 2015
4320,Bengaluru,10,Gold,Fuel,F,59467, India,Oct,2014,Oct 2014
4321,Greater Mumbai,11,Silver,Food,F,95693, India,Feb,2015,Feb 2015
4322,Delhi,3,Signature,Fuel,M,286502, India,Jun,2014,Jun 2014
4323,Greater Mumbai,12,Gold,Bills,F,270441, India,Feb,2014,Feb 2014
4324,Bengaluru,7,Platinum,Food,M,142744, India,Apr,2015,Apr 2015
4325,Greater Mumbai,20,Silver,Entertainment,F,214937, India,Oct,2013,Oct 2013
4326,Ahmedabad,18,Silver,Fuel,M,290774, India,Feb,2015,Feb 2015
4327,Ahmedabad,18,Gold,Fuel,M,148893, India,Feb,2015,Feb 2015
4328,Bengaluru,17,Platinum,Entertainment,F,249888, India,Oct,2013,Oct 2013
4329,Delhi,15,Gold,Food,M,120278, India,Nov,2013,Nov 2013
4330,Bengaluru,15,Gold,Grocery,M,103135, India,Jun,2014,Jun 2014
4331,Ahmedabad,23,Platinum,Entertainment,F,61507, India,Dec,2013,Dec 2013
4332,Bengaluru,26,Signature,Entertainment,M,173357, India,Nov,2013,Nov 2013
4333,Delhi,18,Silver,Bills,M,195173, India,Aug,2014,Aug 2014
4334,Ahmedabad,7,Platinum,Food,F,130267, India,Oct,2013,Oct 2013
4335,Greater Mumbai,3,Gold,Bills,M,186454, India,Jul,2014,Jul 2014
4336,Ahmedabad,13,Gold,Entertainment,M,145010, India,May,2014,May 2014
4337,Delhi,19,Silver,Entertainment,F,113145, India,Dec,2013,Dec 2013
4338,Greater Mumbai,26,Signature,Food,M,44748, India,Apr,2014,Apr 2014
4339,Bengaluru,10,Signature,Grocery,F,129152, India,Jun,2014,Jun 2014
4340,Delhi,8,Signature,Entertainment,M,43220, India,Mar,2015,Mar 2015
4341,Ahmedabad,23,Silver,Entertainment,F,208138, India,Aug,2014,Aug 2014
4342,Delhi,6,Silver,Food,M,183405, India,May,2015,May 2015
4343,Ahmedabad,24,Silver,Entertainment,M,163978, India,May,2015,May 2015
4344,Ahmedabad,23,Platinum,Entertainment,F,72602, India,Oct,2014,Oct 2014
4345,Bengaluru,11,Signature,Fuel,F,206125, India,Feb,2015,Feb 2015
4346,Bengaluru,8,Signature,Food,M,173224, India,Sep,2014,Sep 2014
4347,Greater Mumbai,24,Gold,Fuel,F,224271, India,Oct,2013,Oct 2013
4348,Delhi,10,Signature,Fuel,F,19918, India,Oct,2013,Oct 2013
4349,Ahmedabad,12,Silver,Fuel,M,240390, India,Mar,2015,Mar 2015
4350,Ahmedabad,10,Gold,Entertainment,F,232716, India,Apr,2015,Apr 2015
4351,Bengaluru,23,Silver,Grocery,M,34091, India,Feb,2014,Feb 2014
4352,Greater Mumbai,16,Signature,Bills,F,249077, India,Mar,2014,Mar 2014
4353,Greater Mumbai,11,Platinum,Bills,M,178290, India,Apr,2015,Apr 2015
4354,Ahmedabad,10,Signature,Entertainment,F,100620, India,Aug,2014,Aug 2014
4355,Ahmedabad,23,Platinum,Grocery,M,193873, India,Feb,2014,Feb 2014
4356,Bengaluru,18,Platinum,Grocery,F,221231, India,Jan,2015,Jan 2015
4357,Delhi,29,Platinum,Grocery,F,63112, India,Oct,2013,Oct 2013
4358,Delhi,5,Platinum,Bills,M,92786, India,Apr,2015,Apr 2015
4359,Ahmedabad,9,Silver,Grocery,F,242712, India,Dec,2014,Dec 2014
4360,Delhi,8,Silver,Bills,M,33966, India,Mar,2014,Mar 2014
4361,Delhi,10,Gold,Fuel,M,292609, India,Mar,2014,Mar 2014
4362,Ahmedabad,16,Platinum,Food,M,219971, India,Jul,2014,Jul 2014
4363,Delhi,25,Signature,Food,M,27357, India,Feb,2015,Feb 2015
4364,Ahmedabad,11,Signature,Entertainment,M,146609, India,Jun,2014,Jun 2014
4365,Ahmedabad,11,Signature,Fuel,F,102672, India,May,2014,May 2014
4366,Greater Mumbai,7,Gold,Entertainment,F,73649, India,Feb,2014,Feb 2014
4367,Delhi,28,Signature,Food,M,206705, India,Sep,2014,Sep 2014
4368,Delhi,3,Gold,Bills,M,161024, India,Apr,2014,Apr 2014
4369,Greater Mumbai,14,Signature,Bills,M,219095, India,Feb,2015,Feb 2015
4370,Greater Mumbai,11,Platinum,Bills,F,91393, India,Feb,2014,Feb 2014
4371,Greater Mumbai,19,Gold,Food,M,193390, India,Sep,2014,Sep 2014
4372,Bengaluru,29,Signature,Entertainment,F,241544, India,Mar,2014,Mar 2014
4373,Ahmedabad,27,Signature,Bills,F,130641, India,Oct,2013,Oct 2013
4374,Delhi,29,Gold,Food,M,211878, India,Apr,2015,Apr 2015
4375,Ahmedabad,2,Silver,Food,M,20870, India,Feb,2014,Feb 2014
4376,Ahmedabad,8,Platinum,Grocery,M,292636, India,Apr,2015,Apr 2015
4377,Delhi,22,Gold,Fuel,M,24565, India,Dec,2013,Dec 2013
4378,Ahmedabad,22,Gold,Grocery,F,14205, India,Nov,2013,Nov 2013
4379,Greater Mumbai,17,Platinum,Entertainment,F,141251, India,Feb,2014,Feb 2014
4380,Delhi,11,Gold,Grocery,M,170469, India,Apr,2015,Apr 2015
4381,Ahmedabad,1,Gold,Food,M,9087, India,May,2015,May 2015
4382,Greater Mumbai,31,Silver,Bills,F,41578, India,Aug,2014,Aug 2014
4383,Ahmedabad,27,Platinum,Bills,M,98404, India,Nov,2013,Nov 2013
4384,Delhi,12,Gold,Fuel,M,114361, India,Nov,2014,Nov 2014
4385,Delhi,6,Signature,Entertainment,M,241498, India,Jan,2015,Jan 2015
4386,Delhi,8,Silver,Food,F,53005, India,Dec,2014,Dec 2014
4387,Greater Mumbai,19,Gold,Bills,F,44121, India,Dec,2013,Dec 2013
4388,Greater Mumbai,3,Signature,Fuel,M,32203, India,Apr,2014,Apr 2014
4389,Ahmedabad,15,Signature,Entertainment,F,196514, India,Aug,2014,Aug 2014
4390,Greater Mumbai,21,Signature,Bills,F,192395, India,Jun,2014,Jun 2014
4391,Delhi,19,Silver,Entertainment,M,131409, India,Jan,2015,Jan 2015
4392,Greater Mumbai,1,Silver,Fuel,M,184484, India,Sep,2014,Sep 2014
4393,Greater Mumbai,1,Gold,Fuel,F,41107, India,Oct,2014,Oct 2014
4394,Delhi,16,Gold,Bills,M,48145, India,Feb,2015,Feb 2015
4395,Bengaluru,29,Platinum,Bills,M,147937, India,Mar,2015,Mar 2015
4396,Delhi,13,Silver,Food,M,157207, India,May,2015,May 2015
4397,Delhi,20,Signature,Food,M,239931, India,Apr,2015,Apr 2015
4398,Greater Mumbai,2,Platinum,Fuel,F,230426, India,Mar,2014,Mar 2014
4399,Ahmedabad,16,Gold,Food,F,133648, India,Aug,2014,Aug 2014
4400,Ahmedabad,24,Silver,Fuel,M,125673, India,Feb,2014,Feb 2014
4401,Bengaluru,28,Platinum,Bills,F,143800, India,Nov,2014,Nov 2014
4402,Bengaluru,26,Gold,Bills,F,44998, India,Dec,2013,Dec 2013
4403,Ahmedabad,6,Silver,Bills,M,88762, India,Jan,2015,Jan 2015
4404,Delhi,6,Platinum,Fuel,M,181268, India,Apr,2014,Apr 2014
4405,Ahmedabad,20,Signature,Entertainment,M,80907, India,May,2014,May 2014
4406,Bengaluru,23,Signature,Bills,M,224676, India,Dec,2013,Dec 2013
4407,Delhi,25,Gold,Food,M,26176, India,Oct,2014,Oct 2014
4408,Bengaluru,9,Platinum,Food,F,39124, India,Jan,2014,Jan 2014
4409,Greater Mumbai,14,Platinum,Fuel,F,37510, India,Jun,2014,Jun 2014
4410,Greater Mumbai,22,Signature,Bills,F,247001, India,Jul,2014,Jul 2014
4411,Delhi,10,Silver,Grocery,F,167672, India,Dec,2014,Dec 2014
4412,Ahmedabad,22,Signature,Grocery,F,152551, India,Oct,2014,Oct 2014
4413,Bengaluru,10,Signature,Food,F,40295, India,Jan,2015,Jan 2015
4414,Bengaluru,16,Platinum,Food,F,88471, India,Mar,2014,Mar 2014
4415,Bengaluru,7,Gold,Grocery,F,297063, India,Jan,2015,Jan 2015
4416,Ahmedabad,16,Platinum,Bills,F,12125, India,Sep,2014,Sep 2014
4417,Bengaluru,4,Signature,Fuel,M,130942, India,Jan,2014,Jan 2014
4418,Delhi,12,Signature,Entertainment,M,191863, India,Sep,2014,Sep 2014
4419,Greater Mumbai,11,Silver,Grocery,M,143893, India,Mar,2015,Mar 2015
4420,Ahmedabad,5,Gold,Grocery,M,220653, India,Sep,2014,Sep 2014
4421,Ahmedabad,10,Platinum,Food,F,102005, India,Dec,2013,Dec 2013
4422,Greater Mumbai,11,Silver,Grocery,F,217325, India,Mar,2015,Mar 2015
4423,Ahmedabad,8,Gold,Bills,M,72226, India,Jun,2014,Jun 2014
4424,Bengaluru,17,Signature,Fuel,F,37489, India,Mar,2014,Mar 2014
4425,Ahmedabad,12,Silver,Grocery,F,273138, India,Oct,2014,Oct 2014
4426,Bengaluru,28,Gold,Entertainment,M,190335, India,Aug,2014,Aug 2014
4427,Greater Mumbai,7,Signature,Food,F,108907, India,Dec,2014,Dec 2014
4428,Bengaluru,9,Platinum,Fuel,F,213169, India,Feb,2014,Feb 2014
4429,Delhi,15,Silver,Fuel,M,50610, India,Jun,2014,Jun 2014
4430,Bengaluru,30,Silver,Food,M,51055, India,Apr,2015,Apr 2015
4431,Ahmedabad,19,Gold,Fuel,M,166212, India,Jul,2014,Jul 2014
4432,Delhi,14,Platinum,Fuel,M,188951, India,Mar,2014,Mar 2014
4433,Ahmedabad,23,Silver,Fuel,M,197977, India,Jul,2014,Jul 2014
4434,Ahmedabad,24,Platinum,Grocery,M,173957, India,Oct,2014,Oct 2014
4435,Delhi,28,Signature,Fuel,M,150801, India,Mar,2015,Mar 2015
4436,Delhi,20,Signature,Grocery,F,207165, India,Sep,2014,Sep 2014
4437,Bengaluru,1,Signature,Bills,M,115946, India,Mar,2015,Mar 2015
4438,Bengaluru,2,Signature,Fuel,M,281939, India,May,2014,May 2014
4439,Delhi,23,Platinum,Bills,F,164903, India,Feb,2015,Feb 2015
4440,Delhi,19,Silver,Bills,F,241481, India,Feb,2015,Feb 2015
4441,Greater Mumbai,24,Platinum,Food,M,203926, India,Jan,2015,Jan 2015
4442,Ahmedabad,8,Signature,Grocery,F,239328, India,Aug,2014,Aug 2014
4443,Delhi,24,Signature,Bills,F,169384, India,Dec,2014,Dec 2014
4444,Greater Mumbai,24,Silver,Grocery,M,108321, India,Nov,2014,Nov 2014
4445,Delhi,27,Silver,Grocery,M,186117, India,Jun,2014,Jun 2014
4446,Bengaluru,31,Platinum,Bills,F,168268, India,Jan,2015,Jan 2015
4447,Ahmedabad,13,Gold,Fuel,M,61529, India,Jan,2014,Jan 2014
4448,Greater Mumbai,18,Signature,Grocery,M,6593, India,Nov,2013,Nov 2013
4449,Delhi,2,Signature,Fuel,F,247327, India,Feb,2014,Feb 2014
4450,Bengaluru,7,Silver,Food,M,249391, India,Apr,2014,Apr 2014
4451,Greater Mumbai,7,Signature,Fuel,M,163813, India,Jan,2015,Jan 2015
4452,Delhi,13,Gold,Grocery,M,142667, India,Jun,2014,Jun 2014
4453,Bengaluru,2,Platinum,Fuel,M,129549, India,Dec,2013,Dec 2013
4454,Delhi,7,Platinum,Food,F,274786, India,Dec,2013,Dec 2013
4455,Greater Mumbai,23,Signature,Entertainment,F,172444, India,Mar,2015,Mar 2015
4456,Ahmedabad,17,Gold,Food,M,53934, India,Apr,2014,Apr 2014
4457,Bengaluru,6,Signature,Grocery,F,260751, India,Sep,2014,Sep 2014
4458,Ahmedabad,18,Silver,Fuel,F,133027, India,Aug,2014,Aug 2014
4459,Bengaluru,9,Platinum,Bills,F,184915, India,Jan,2015,Jan 2015
4460,Delhi,4,Signature,Grocery,M,234569, India,Jan,2015,Jan 2015
4461,Greater Mumbai,25,Signature,Bills,F,157971, India,Mar,2015,Mar 2015
4462,Bengaluru,6,Silver,Fuel,F,280870, India,Nov,2013,Nov 2013
4463,Delhi,3,Silver,Bills,F,176785, India,Apr,2014,Apr 2014
4464,Bengaluru,10,Gold,Fuel,M,76781, India,May,2014,May 2014
4465,Bengaluru,2,Signature,Entertainment,M,280054, India,Apr,2014,Apr 2014
4466,Bengaluru,22,Silver,Food,F,27234, India,Mar,2014,Mar 2014
4467,Ahmedabad,27,Signature,Grocery,F,11078, India,Feb,2014,Feb 2014
4468,Greater Mumbai,20,Gold,Fuel,M,36127, India,Aug,2014,Aug 2014
4469,Greater Mumbai,4,Signature,Food,M,223623, India,Oct,2014,Oct 2014
4470,Greater Mumbai,9,Signature,Grocery,F,26890, India,Jan,2014,Jan 2014
4471,Greater Mumbai,3,Gold,Grocery,M,105181, India,Jan,2014,Jan 2014
4472,Bengaluru,21,Signature,Grocery,M,42867, India,Dec,2013,Dec 2013
4473,Bengaluru,30,Gold,Grocery,F,151535, India,Nov,2014,Nov 2014
4474,Greater Mumbai,9,Platinum,Fuel,F,278582, India,Oct,2013,Oct 2013
4475,Ahmedabad,22,Platinum,Fuel,M,133372, India,May,2015,May 2015
4476,Delhi,6,Signature,Grocery,M,57585, India,May,2014,May 2014
4477,Greater Mumbai,14,Gold,Bills,F,156138, India,Jun,2014,Jun 2014
4478,Delhi,2,Silver,Bills,M,75764, India,Dec,2013,Dec 2013
4479,Greater Mumbai,16,Silver,Fuel,F,28176, India,Oct,2014,Oct 2014
4480,Greater Mumbai,3,Platinum,Entertainment,M,217322, India,Feb,2014,Feb 2014
4481,Delhi,9,Silver,Food,F,95261, India,Jan,2014,Jan 2014
4482,Ahmedabad,3,Gold,Bills,F,222804, India,Dec,2014,Dec 2014
4483,Delhi,20,Silver,Food,M,154942, India,Aug,2014,Aug 2014
4484,Ahmedabad,11,Platinum,Grocery,M,185278, India,Aug,2014,Aug 2014
4485,Delhi,10,Platinum,Entertainment,M,259740, India,Oct,2013,Oct 2013
4486,Delhi,24,Signature,Bills,M,32612, India,Sep,2014,Sep 2014
4487,Ahmedabad,14,Silver,Entertainment,M,223319, India,Mar,2015,Mar 2015
4488,Bengaluru,29,Signature,Bills,M,239241, India,May,2014,May 2014
4489,Delhi,13,Silver,Entertainment,M,133201, India,Apr,2015,Apr 2015
4490,Delhi,8,Silver,Bills,M,270969, India,Jan,2015,Jan 2015
4491,Delhi,31,Signature,Grocery,M,171879, India,Aug,2014,Aug 2014
4492,Bengaluru,21,Signature,Bills,F,71967, India,Nov,2013,Nov 2013
4493,Bengaluru,13,Gold,Bills,F,86680, India,Oct,2014,Oct 2014
4494,Delhi,10,Silver,Grocery,M,139475, India,Dec,2013,Dec 2013
4495,Bengaluru,29,Gold,Grocery,F,61654, India,Oct,2014,Oct 2014
4496,Delhi,11,Silver,Grocery,F,29685, India,Sep,2014,Sep 2014
4497,Delhi,10,Platinum,Entertainment,F,51185, India,Nov,2013,Nov 2013
4498,Greater Mumbai,28,Silver,Fuel,M,42681, India,Mar,2014,Mar 2014
4499,Bengaluru,27,Signature,Entertainment,F,126112, India,Oct,2014,Oct 2014
4500,Delhi,4,Gold,Bills,M,140317, India,Apr,2015,Apr 2015
4501,Bengaluru,29,Platinum,Fuel,F,92115, India,Oct,2014,Oct 2014
4502,Delhi,2,Silver,Food,M,17683, India,Feb,2014,Feb 2014
4503,Bengaluru,22,Silver,Food,F,29142, India,Feb,2015,Feb 2015
4504,Bengaluru,24,Silver,Food,F,290383, India,Jan,2015,Jan 2015
4505,Delhi,9,Gold,Fuel,F,299642, India,Oct,2013,Oct 2013
4506,Ahmedabad,20,Signature,Bills,F,99631, India,Oct,2013,Oct 2013
4507,Delhi,17,Gold,Entertainment,M,125123, India,Jan,2015,Jan 2015
4508,Ahmedabad,19,Gold,Food,F,187763, India,Jul,2014,Jul 2014
4509,Greater Mumbai,28,Gold,Bills,M,248970, India,Dec,2013,Dec 2013
4510,Bengaluru,11,Platinum,Bills,M,34867, India,Feb,2015,Feb 2015
4511,Ahmedabad,13,Platinum,Grocery,F,224138, India,Jul,2014,Jul 2014
4512,Delhi,24,Silver,Bills,M,104689, India,Nov,2014,Nov 2014
4513,Bengaluru,8,Signature,Bills,F,76267, India,Oct,2013,Oct 2013
4514,Ahmedabad,2,Signature,Fuel,F,291636, India,Feb,2014,Feb 2014
4515,Bengaluru,22,Signature,Grocery,F,255384, India,May,2014,May 2014
4516,Ahmedabad,4,Gold,Fuel,M,79296, India,May,2015,May 2015
4517,Ahmedabad,7,Platinum,Entertainment,F,185050, India,Oct,2014,Oct 2014
4518,Greater Mumbai,6,Signature,Entertainment,F,275315, India,Jan,2015,Jan 2015
4519,Greater Mumbai,19,Platinum,Entertainment,M,191660, India,Oct,2013,Oct 2013
4520,Greater Mumbai,25,Signature,Food,F,198805, India,Jan,2014,Jan 2014
4521,Bengaluru,17,Signature,Food,F,286474, India,Aug,2014,Aug 2014
4522,Greater Mumbai,16,Signature,Food,F,153044, India,Jan,2014,Jan 2014
